100000	111
100001	111
100002	111
100003	111
100004	111
100005	111
100006	111
100007	111
100008	111
100009	111
100010	111
100011	111
100012	111
100013	111
100014	111
100015	111
100016	111
100017	111
100018	111
100019	111
100020	111
100021	111
100022	111
100023	111
100024	111
100025	111
100026	111
100027	111
100028	111
100029	111
100030	111
100031	111
100032	111
100033	111
100034	111
100035	111
100036	111
100037	111
100038	111
100039	111
100040	111
100041	111
100042	111
100043	111
100044	111
100045	111
100046	111
100047	111
100048	111
100049	111
100050	111
100051	111
100052	111
100053	111
100054	111
100055	111
100056	111
100057	111
100058	111
100059	111
100060	111
100061	111
100062	111
100063	111
100064	111
100065	111
100066	111
100067	111
100068	111
100069	111
100070	111
100071	111
100072	111
100073	111
100074	111
100075	111
100076	111
100077	111
100078	111
100079	111
100080	111
100081	111
100082	111
100083	111
100084	111
100085	111
100086	111
100087	111
100088	111
100089	111
100090	111
100091	111
100092	111
100093	111
100094	111
100095	111
100096	111
100097	111
100098	111
100099	111
100100	111
100101	111
100102	111
100103	111
100104	111
100105	111
100106	111
100107	111
100108	111
100109	111
100110	111
100111	111
100112	111
100113	111
100114	111
100115	111
100116	111
100117	111
100118	111
100119	111
100120	111
100121	111
100122	111
100123	111
100124	111
100125	111
100126	111
100127	111
100128	111
100129	111
100130	111
100131	111
100132	111
100133	111
100134	111
100135	111
100136	111
100137	111
100138	111
100139	111
100140	111
100141	111
100142	111
100143	111
100144	111
100145	111
100146	111
100147	111
100148	111
100149	111
100150	111
100151	111
100152	111
100153	111
100154	111
100155	111
100156	111
100157	111
100158	111
100159	111
100160	111
100161	111
100162	111
100163	111
100164	111
100165	111
100166	111
100167	111
100168	111
100169	111
100170	111
100171	111
100172	111
100173	111
100174	111
100175	111
100176	111
100177	111
100178	111
100179	111
100180	111
100181	111
100182	111
100183	111
100184	111
100185	111
100186	111
100187	111
100188	111
100189	111
100190	111
100191	111
100192	111
100193	111
100194	111
100195	111
100196	111
100197	111
100198	111
100199	111
100200	111
100201	111
100202	111
100203	111
100204	111
100205	111
100206	111
100207	111
100208	111
100209	111
100210	111
100211	111
100212	111
100213	111
100214	111
100215	111
100216	111
100217	111
100218	111
100219	111
100220	111
100221	111
100222	111
100223	111
100224	111
100225	111
100226	111
100227	111
100228	111
100229	111
100230	111
100231	111
100232	111
100233	111
100234	111
100235	111
100236	111
100237	111
100238	111
100239	111
100240	111
100241	111
100242	111
100243	111
100244	111
100245	111
100246	111
100247	111
100248	111
100249	111
100250	111
100251	111
100252	111
100253	111
100254	111
100255	111
100256	111
100257	111
100258	111
100259	111
100260	111
100261	111
100262	111
100263	111
100264	111
100265	111
100266	111
100267	111
100268	111
100269	111
100270	111
100271	111
100272	111
100273	111
100274	111
100275	111
100276	111
100277	111
100278	111
100279	111
100280	111
100281	111
100282	111
100283	111
100284	111
100285	111
100286	111
100287	111
100288	111
100289	111
100290	111
100291	111
100292	111
100293	111
100294	111
100295	111
100296	111
100297	111
100298	111
100299	111
100300	111
100301	111
100302	111
100303	111
100304	111
100305	111
100306	111
100307	111
100308	111
100309	111
100310	111
100311	111
100312	111
100313	111
100314	111
100315	111
100316	111
100317	111
100318	111
100319	111
100320	111
100321	111
100322	111
100323	111
100324	111
100325	111
100326	111
100327	111
100328	111
100329	111
100330	111
100331	111
100332	111
100333	111
100334	111
100335	111
100336	111
100337	111
100338	111
100339	111
100340	111
100341	111
100342	111
100343	111
100344	111
100345	111
100346	111
100347	111
100348	111
100349	111
100350	111
100351	111
100352	111
100353	111
100354	111
100355	111
100356	111
100357	111
100358	111
100359	111
100360	111
100361	111
100362	111
100363	111
100364	111
100365	111
100366	111
100367	111
100368	111
100369	111
100370	111
100371	111
100372	111
100373	111
100374	111
100375	111
100376	111
100377	111
100378	111
100379	111
100380	111
100381	111
100382	111
100383	111
100384	111
100385	111
100386	111
100387	111
100388	111
100389	111
100390	111
100391	111
100392	111
100393	111
100394	111
100395	111
100396	111
100397	111
100398	111
100399	111
100400	111
100401	111
100402	111
100403	111
100404	111
100405	111
100406	111
100407	111
100408	111
100409	111
100410	111
100411	111
100412	111
100413	111
100414	111
100415	111
100416	111
100417	111
100418	111
100419	111
100420	111
100421	111
100422	111
100423	111
100424	111
100425	111
100426	111
100427	111
100428	111
100429	111
100430	111
100431	111
100432	111
100433	111
100434	111
100435	111
100436	111
100437	111
100438	111
100439	111
100440	111
100441	111
100442	111
100443	111
100444	111
100445	111
100446	111
100447	111
100448	111
100449	111
100450	111
100451	111
100452	111
100453	111
100454	111
100455	111
100456	111
100457	111
100458	111
100459	111
100460	111
100461	111
100462	111
100463	111
100464	111
100465	111
100466	111
100467	111
100468	111
100469	111
100470	111
100471	111
100472	111
100473	111
100474	111
100475	111
100476	111
100477	111
100478	111
100479	111
100480	111
100481	111
100482	111
100483	111
100484	111
100485	111
100486	111
100487	111
100488	111
100489	111
100490	111
100491	111
100492	111
100493	111
100494	111
100495	111
100496	111
100497	111
100498	111
100499	111
100500	111
100501	111
100502	111
100503	111
100504	111
100505	111
100506	111
100507	111
100508	111
100509	111
100510	111
100511	111
100512	111
100513	111
100514	111
100515	111
100516	111
100517	111
100518	111
100519	111
100520	111
100521	111
100522	111
100523	111
100524	111
100525	111
100526	111
100527	111
100528	111
100529	111
100530	111
100531	111
100532	111
100533	111
100534	111
100535	111
100536	111
100537	111
100538	111
100539	111
100540	111
100541	111
100542	111
100543	111
100544	111
100545	111
100546	111
100547	111
100548	111
100549	111
100550	111
100551	111
100552	111
100553	111
100554	111
100555	111
100556	111
100557	111
100558	111
100559	111
100560	111
100561	111
100562	111
100563	111
100564	111
100565	111
100566	111
100567	111
100568	111
100569	111
100570	111
100571	111
100572	111
100573	111
100574	111
100575	111
100576	111
100577	111
100578	111
100579	111
100580	111
100581	111
100582	111
100583	111
100584	111
100585	111
100586	111
100587	111
100588	111
100589	111
100590	111
100591	111
100592	111
100593	111
100594	111
100595	111
100596	111
100597	111
100598	111
100599	111
100600	111
100601	111
100602	111
100603	111
100604	111
100605	111
100606	111
100607	111
100608	111
100609	111
100610	111
100611	111
100612	111
100613	111
100614	111
100615	111
100616	111
100617	111
100618	111
100619	111
100620	111
100621	111
100622	111
100623	111
100624	111
100625	111
100626	111
100627	111
100628	111
100629	111
100630	111
100631	111
100632	111
100633	111
100634	111
100635	111
100636	111
100637	111
100638	111
100639	111
100640	111
100641	111
100642	111
100643	111
100644	111
100645	111
100646	111
100647	111
100648	111
100649	111
100650	111
100651	111
100652	111
100653	111
100654	111
100655	111
100656	111
100657	111
100658	111
100659	111
100660	111
100661	111
100662	111
100663	111
100664	111
100665	111
100666	111
100667	111
100668	111
100669	111
100670	111
100671	111
100672	111
100673	111
100674	111
100675	111
100676	111
100677	111
100678	111
100679	111
100680	111
100681	111
100682	111
100683	111
100684	111
100685	111
100686	111
100687	111
100688	111
100689	111
100690	111
100691	111
100692	111
100693	111
100694	111
100695	111
100696	111
100697	111
100698	111
100699	111
100700	111
100701	111
100702	111
100703	111
100704	111
100705	111
100706	111
100707	111
100708	111
100709	111
100710	111
100711	111
100712	111
100713	111
100714	111
100715	111
100716	111
100717	111
100718	111
100719	111
100720	111
100721	111
100722	111
100723	111
100724	111
100725	111
100726	111
100727	111
100728	111
100729	111
100730	111
100731	111
100732	111
100733	111
100734	111
100735	111
100736	111
100737	111
100738	111
100739	111
100740	111
100741	111
100742	111
100743	111
100744	111
100745	111
100746	111
100747	111
100748	111
100749	111
100750	111
100751	111
100752	111
100753	111
100754	111
100755	111
100756	111
100757	111
100758	111
100759	111
100760	111
100761	111
100762	111
100763	111
100764	111
100765	111
100766	111
100767	111
100768	111
100769	111
100770	111
100771	111
100772	111
100773	111
100774	111
100775	111
100776	111
100777	111
100778	111
100779	111
100780	111
100781	111
100782	111
100783	111
100784	111
100785	111
100786	111
100787	111
100788	111
100789	111
100790	111
100791	111
100792	111
100793	111
100794	111
100795	111
100796	111
100797	111
100798	111
100799	111
100800	111
100801	111
100802	111
100803	111
100804	111
100805	111
100806	111
100807	111
100808	111
100809	111
100810	111
100811	111
100812	111
100813	111
100814	111
100815	111
100816	111
100817	111
100818	111
100819	111
100820	111
100821	111
100822	111
100823	111
100824	111
100825	111
100826	111
100827	111
100828	111
100829	111
100830	111
100831	111
100832	111
100833	111
100834	111
100835	111
100836	111
100837	111
100838	111
100839	111
100840	111
100841	111
100842	111
100843	111
100844	111
100845	111
100846	111
100847	111
100848	111
100849	111
100850	111
100851	111
100852	111
100853	111
100854	111
100855	111
100856	111
100857	111
100858	111
100859	111
100860	111
100861	111
100862	111
100863	111
100864	111
100865	111
100866	111
100867	111
100868	111
100869	111
100870	111
100871	111
100872	111
100873	111
100874	111
100875	111
100876	111
100877	111
100878	111
100879	111
100880	111
100881	111
100882	111
100883	111
100884	111
100885	111
100886	111
100887	111
100888	111
100889	111
100890	111
100891	111
100892	111
100893	111
100894	111
100895	111
